page,published_date,price,area,price_per_m2,bedroom,wc,location,home_type,legal_status,furniture
143,07/10/2025,23.9,82.5,289.7,7,8,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản
143,07/10/2025,6.8,74.6,91.15,2,2,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
143,07/10/2025,N/A,142.0,N/A,N/A,N/A,"Đan Phượng, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
143,07/10/2025,11.6,36.0,322.22,3,4,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
143,07/10/2025,8.9,30.0,296.67,3,4,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
143,07/10/2025,N/A,181.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Nội thất full.
143,07/10/2025,N/A,60.0,N/A,6,5,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
143,07/10/2025,16.0,60.0,266.67,8,N/A,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
143,07/10/2025,15.2,52.0,292.31,3,3,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
143,07/10/2025,12.85,80.0,160.62,4,3,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
143,07/10/2025,N/A,158.0,N/A,3,3,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full nội thất.
143,07/10/2025,5.6,32.0,175.0,3,4,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
143,07/10/2025,7.4,35.0,211.43,4,3,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
143,07/10/2025,12.6,160.0,78.75,4,3,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
143,07/10/2025,N/A,132.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Đang chờ sổ,Nội thất cơ bản.
143,07/10/2025,5.4,32.0,168.75,3,4,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
143,07/10/2025,6.05,35.0,172.86,3,4,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,12.85,80.0,160.62,4,3,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
144,07/10/2025,N/A,158.0,N/A,3,3,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full nội thất.
144,07/10/2025,5.6,32.0,175.0,3,4,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,7.4,35.0,211.43,4,3,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,12.6,160.0,78.75,4,3,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,N/A,132.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Đang chờ sổ,Nội thất cơ bản.
144,07/10/2025,5.4,32.0,168.75,3,4,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,6.05,35.0,172.86,3,4,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,21.5,65.0,330.77,N/A,N/A,"Bắc Từ Liêm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
144,07/10/2025,8.0,35.0,228.57,3,3,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,2.64,80.0,33.0,N/A,N/A,"Phúc Thọ, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
144,07/10/2025,9.5,45.0,211.11,6,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,139.0,180.0,772.22,10,10,"Hai Bà Trưng, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,48.0,219.0,219.18,N/A,N/A,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
144,07/10/2025,13.0,50.0,260.0,6,4,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,55.0,114.0,482.46,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,9.0,50.0,180.0,4,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
144,07/10/2025,135.0,141.0,957.45,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ,N/A
144,07/10/2025,5.0,30.0,166.67,3,3,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
144,07/10/2025,42.0,225.0,186.67,N/A,N/A,"Tây Hồ, Hà Nội",nhà mặt phố,N/A,N/A
145,07/10/2025,12.6,160.0,78.75,4,3,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
145,07/10/2025,N/A,132.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Đang chờ sổ,Nội thất cơ bản.
145,07/10/2025,5.4,32.0,168.75,3,4,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
145,07/10/2025,6.05,35.0,172.86,3,4,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
145,07/10/2025,21.5,65.0,330.77,N/A,N/A,"Bắc Từ Liêm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
145,07/10/2025,8.0,35.0,228.57,3,3,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
145,07/10/2025,2.64,80.0,33.0,N/A,N/A,"Phúc Thọ, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
145,07/10/2025,9.5,45.0,211.11,6,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
145,07/10/2025,139.0,180.0,772.22,10,10,"Hai Bà Trưng, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
145,07/10/2025,48.0,219.0,219.18,N/A,N/A,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
145,07/10/2025,13.0,50.0,260.0,6,4,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
145,07/10/2025,55.0,114.0,482.46,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
145,07/10/2025,9.0,50.0,180.0,4,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
145,07/10/2025,135.0,141.0,957.45,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ,N/A
145,07/10/2025,5.0,30.0,166.67,3,3,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
145,07/10/2025,42.0,225.0,186.67,N/A,N/A,"Tây Hồ, Hà Nội",nhà mặt phố,N/A,N/A
145,07/10/2025,74.0,157.0,471.34,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
145,07/10/2025,16.35,45.0,363.33,4,4,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
145,07/10/2025,4.88,64.0,76.25,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
145,07/10/2025,8.7,40.0,217.5,6,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
146,07/10/2025,9.5,45.0,211.11,6,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
146,07/10/2025,139.0,180.0,772.22,10,10,"Hai Bà Trưng, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
146,07/10/2025,48.0,219.0,219.18,N/A,N/A,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
146,07/10/2025,13.0,50.0,260.0,6,4,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
146,07/10/2025,55.0,114.0,482.46,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
146,07/10/2025,9.0,50.0,180.0,4,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
146,07/10/2025,135.0,141.0,957.45,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ,N/A
146,07/10/2025,5.0,30.0,166.67,3,3,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
146,07/10/2025,42.0,225.0,186.67,N/A,N/A,"Tây Hồ, Hà Nội",nhà mặt phố,N/A,N/A
146,07/10/2025,74.0,157.0,471.34,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
146,07/10/2025,16.35,45.0,363.33,4,4,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
146,07/10/2025,4.88,64.0,76.25,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
146,07/10/2025,8.7,40.0,217.5,6,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
146,07/10/2025,285.0,218.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
146,07/10/2025,7.9,35.0,225.71,7,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
146,07/10/2025,20.5,100.0,205.0,7,6,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
146,07/10/2025,173.0,180.0,961.11,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,"Nội thất siêu đẹp, đẳng cấp đồng bộ giá cả."
146,07/10/2025,115.0,93.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
146,07/10/2025,15.7,52.0,301.92,4,3,"Thanh Xuân, Hà Nội",nhà riêng,THANH XUÂN!,Đầy đủ
146,07/10/2025,65.0,200.0,325.0,40,40,"Tây Hồ, Hà Nội",nhà riêng,N/A,N/A
147,07/10/2025,55.0,114.0,482.46,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
147,07/10/2025,9.0,50.0,180.0,4,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
147,07/10/2025,135.0,141.0,957.45,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ,N/A
147,07/10/2025,5.0,30.0,166.67,3,3,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
147,07/10/2025,42.0,225.0,186.67,N/A,N/A,"Tây Hồ, Hà Nội",nhà mặt phố,N/A,N/A
147,07/10/2025,74.0,157.0,471.34,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
147,07/10/2025,16.35,45.0,363.33,4,4,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
147,07/10/2025,4.88,64.0,76.25,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
147,07/10/2025,8.7,40.0,217.5,6,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
147,07/10/2025,285.0,218.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
147,07/10/2025,7.9,35.0,225.71,7,4,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
147,07/10/2025,20.5,100.0,205.0,7,6,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
147,07/10/2025,173.0,180.0,961.11,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,"Nội thất siêu đẹp, đẳng cấp đồng bộ giá cả."
147,07/10/2025,115.0,93.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
147,07/10/2025,15.7,52.0,301.92,4,3,"Thanh Xuân, Hà Nội",nhà riêng,THANH XUÂN!,Đầy đủ
147,07/10/2025,65.0,200.0,325.0,40,40,"Tây Hồ, Hà Nội",nhà riêng,N/A,N/A
147,07/10/2025,1.7,50.0,34.0,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
147,07/10/2025,34.0,110.0,309.09,5,N/A,"Hà Đông, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
147,07/10/2025,55.0,52.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
147,07/10/2025,74.0,64.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,173.0,180.0,961.11,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,"Nội thất siêu đẹp, đẳng cấp đồng bộ giá cả."
148,07/10/2025,115.0,93.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,15.7,52.0,301.92,4,3,"Thanh Xuân, Hà Nội",nhà riêng,THANH XUÂN!,Đầy đủ
148,07/10/2025,65.0,200.0,325.0,40,40,"Tây Hồ, Hà Nội",nhà riêng,N/A,N/A
148,07/10/2025,1.7,50.0,34.0,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,34.0,110.0,309.09,5,N/A,"Hà Đông, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
148,07/10/2025,55.0,52.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,74.0,64.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,7.8,60.0,130.0,N/A,N/A,"Gia Lâm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,59.0,62.0,951.61,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,47.0,50.0,940.0,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,4.5,57.0,78.95,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Đầy đủ.
148,07/10/2025,2.4,30.0,80.0,N/A,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Không nội thất
148,07/10/2025,9.2,40.0,230.0,4,4,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp.
148,07/10/2025,250.0,250.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,3.5,35.0,100.0,N/A,N/A,"Đông Anh, Hà Nội",đất,N/A,N/A
148,07/10/2025,135.0,141.0,957.45,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,60.0,42.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
148,07/10/2025,9.0,49.0,183.67,4,3,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
148,07/10/2025,41.0,125.0,328.0,4,3,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Có sổ đỏ,N/A
149,07/10/2025,4.5,57.0,78.95,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Đầy đủ.
149,07/10/2025,2.4,30.0,80.0,N/A,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Không nội thất
149,07/10/2025,9.2,40.0,230.0,4,4,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp.
149,07/10/2025,250.0,250.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
149,07/10/2025,3.5,35.0,100.0,N/A,N/A,"Đông Anh, Hà Nội",đất,N/A,N/A
149,07/10/2025,135.0,141.0,957.45,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
149,07/10/2025,60.0,42.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
149,07/10/2025,9.0,49.0,183.67,4,3,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
149,07/10/2025,41.0,125.0,328.0,4,3,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Có sổ đỏ,N/A
149,07/10/2025,4.85,63.7,76.14,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"Đầy đủ Tivi, tủ lạnh, máy giặt hệ thống tủ bếp đầy đủ, giường, tủ quần áo."
149,07/10/2025,20.0,100.0,200.0,N/A,N/A,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
149,07/10/2025,3.7,81.4,45.46,N/A,N/A,"Thạch Thất, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
149,07/10/2025,9.0,115.0,78.26,N/A,N/A,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
149,07/10/2025,11.5,71.0,161.97,6,5,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
149,07/10/2025,5.4,80.0,67.5,3,2,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
149,07/10/2025,4.6,70.0,65.71,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Đầy đủ
149,07/10/2025,N/A,143.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
149,07/10/2025,8.7,57.7,150.78,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
149,07/10/2025,N/A,75.0,N/A,4,4,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản.
149,07/10/2025,13.0,50.0,260.0,9,9,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
150,07/10/2025,9.2,40.0,230.0,4,4,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp.
150,07/10/2025,250.0,250.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
150,07/10/2025,3.5,35.0,100.0,N/A,N/A,"Đông Anh, Hà Nội",đất,N/A,N/A
150,07/10/2025,135.0,141.0,957.45,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
150,07/10/2025,60.0,42.0,N/A,N/A,N/A,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
150,07/10/2025,9.0,49.0,183.67,4,3,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
150,07/10/2025,41.0,125.0,328.0,4,3,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Có sổ đỏ,N/A
150,07/10/2025,4.85,63.7,76.14,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"Đầy đủ Tivi, tủ lạnh, máy giặt hệ thống tủ bếp đầy đủ, giường, tủ quần áo."
150,07/10/2025,20.0,100.0,200.0,N/A,N/A,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
150,07/10/2025,3.7,81.4,45.46,N/A,N/A,"Thạch Thất, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
150,07/10/2025,9.0,115.0,78.26,N/A,N/A,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
150,07/10/2025,11.5,71.0,161.97,6,5,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
150,07/10/2025,5.4,80.0,67.5,3,2,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
150,07/10/2025,4.6,70.0,65.71,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Đầy đủ
150,07/10/2025,N/A,143.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
150,07/10/2025,8.7,57.7,150.78,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
150,07/10/2025,N/A,75.0,N/A,4,4,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản.
150,07/10/2025,13.0,50.0,260.0,9,9,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
150,07/10/2025,N/A,101.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
150,07/10/2025,10.5,53.0,198.11,N/A,N/A,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,9.0,49.0,183.67,4,3,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,41.0,125.0,328.0,4,3,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Có sổ đỏ,N/A
151,07/10/2025,4.85,63.7,76.14,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"Đầy đủ Tivi, tủ lạnh, máy giặt hệ thống tủ bếp đầy đủ, giường, tủ quần áo."
151,07/10/2025,20.0,100.0,200.0,N/A,N/A,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
151,07/10/2025,3.7,81.4,45.46,N/A,N/A,"Thạch Thất, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
151,07/10/2025,9.0,115.0,78.26,N/A,N/A,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,11.5,71.0,161.97,6,5,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,5.4,80.0,67.5,3,2,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,4.6,70.0,65.71,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Đầy đủ
151,07/10/2025,N/A,143.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,8.7,57.7,150.78,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
151,07/10/2025,N/A,75.0,N/A,4,4,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản.
151,07/10/2025,13.0,50.0,260.0,9,9,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
151,07/10/2025,N/A,101.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,10.5,53.0,198.11,N/A,N/A,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,7.8,95.5,81.68,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,9.7,155.0,62.58,4,3,"Cầu Giấy, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
151,07/10/2025,5.0,70.0,71.43,2,1,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,35.0,79.0,443.04,6,10,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
151,07/10/2025,8.2,98.0,83.67,2,2,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
152,07/10/2025,8.7,57.7,150.78,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
152,07/10/2025,N/A,75.0,N/A,4,4,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản.
152,07/10/2025,13.0,50.0,260.0,9,9,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
152,07/10/2025,N/A,101.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
152,07/10/2025,10.5,53.0,198.11,N/A,N/A,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
152,07/10/2025,7.8,95.5,81.68,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
